dataset,cell,pack_sequences,max_steps,max_lr,seed,final_val_loss,best_val_loss,best_val_step,wall_seconds,log_path
alpaca_ninth,packed_39,True,39,9e-05,1337,2.2426,2.2426,39,41,logs/lr_scaling/alpaca_ninth_packed_39_lr9e-05_seed1337.csv
alpaca_ninth,packed_39,True,39,0.00015,1337,2.2503,2.2503,39,41,logs/lr_scaling/alpaca_ninth_packed_39_lr0.00015_seed1337.csv
alpaca_ninth,packed_39,True,39,6e-05,1337,2.2540,2.2540,39,98,logs/lr_scaling/alpaca_ninth_packed_39_lr6e-05_seed1337.csv
alpaca_ninth,packed_39,True,39,0.00025,1337,2.2718,2.2718,39,41,logs/lr_scaling/alpaca_ninth_packed_39_lr0.00025_seed1337.csv
alpaca_ninth,unpacked_39,False,39,3e-06,1337,2.4829,2.4829,39,41,logs/lr_scaling/alpaca_ninth_unpacked_39_lr3e-06_seed1337.csv
alpaca_ninth,packed_39,True,39,0.0004,1337,2.3268,2.3268,39,95,logs/lr_scaling/alpaca_ninth_packed_39_lr0.0004_seed1337.csv
alpaca_ninth,unpacked_39,False,39,1e-05,1337,2.3907,2.3907,39,40,logs/lr_scaling/alpaca_ninth_unpacked_39_lr1e-05_seed1337.csv
alpaca_ninth,unpacked_39,False,39,3e-05,1337,2.3356,2.3356,39,41,logs/lr_scaling/alpaca_ninth_unpacked_39_lr3e-05_seed1337.csv
alpaca_ninth,unpacked_39,False,39,2e-05,1337,2.3545,2.3545,39,91,logs/lr_scaling/alpaca_ninth_unpacked_39_lr2e-05_seed1337.csv
alpaca_ninth,unpacked_39,False,39,6e-05,1337,2.3177,2.3177,39,40,logs/lr_scaling/alpaca_ninth_unpacked_39_lr6e-05_seed1337.csv
alpaca_ninth,unpacked_39,False,39,0.00015,1337,2.3557,2.3557,39,40,logs/lr_scaling/alpaca_ninth_unpacked_39_lr0.00015_seed1337.csv
alpaca_ninth,unpacked_39,False,39,9e-05,1337,2.3212,2.3212,39,87,logs/lr_scaling/alpaca_ninth_unpacked_39_lr9e-05_seed1337.csv
alpaca_ninth,unpacked_39,False,39,0.00025,1337,2.4367,2.4367,39,41,logs/lr_scaling/alpaca_ninth_unpacked_39_lr0.00025_seed1337.csv
alpaca_ninth,unpacked_39,False,39,0.0004,1337,2.5785,2.5785,39,83,logs/lr_scaling/alpaca_ninth_unpacked_39_lr0.0004_seed1337.csv
alpaca_third,packed_118,True,118,9e-05,1338,2.1310,2.1310,118,100,logs/lr_scaling/alpaca_third_packed_118_lr9e-05_seed1338.csv
alpaca_third,packed_118,True,118,0.00015,1338,2.1269,2.1269,118,109,logs/lr_scaling/alpaca_third_packed_118_lr0.00015_seed1338.csv
alpaca_third,packed_118,True,118,0.00015,1339,2.1145,2.1145,118,106,logs/lr_scaling/alpaca_third_packed_118_lr0.00015_seed1339.csv
alpaca_third,packed_118,True,118,9e-05,1339,2.1183,2.1183,118,382,logs/lr_scaling/alpaca_third_packed_118_lr9e-05_seed1339.csv
